Customer ID,Sold Date,Subscription Status,Customer Source,Subscription Source,Latitude,Longitude,Customer Status,Zip Code
904175,4/7/2014,Active,GLF Customer Call In,GLF Customer Call In,40.065502,-75.760315,Active,19343
904199,10/21/2015,Frozen,TC no PC,Reinspect,40.282906,-76.653702,Active,17033
904199,3/21/2014,Frozen,TC no PC,Google Adwords - Mobile,40.282906,-76.653702,Active,17033
904199,6/20/2016,Frozen,TC no PC,Google Adwords - VERIFIED,40.282906,-76.653702,Active,17033
904199,3/17/2020,Active,TC no PC,TC no PC,40.282906,-76.653702,Active,17033
904226,3/12/2014,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.281158,-74.945122,Active,18940
904246,2/19/2024,Active,GLF - Cross-selling,GLF - Cross-selling,40.163696,-75.229561,Active,19002
904258,3/13/2014,Active,GreenPestDelawareExtermin,GreenPestDelawareExtermin,39.755203,-75.583961,Active,19805
904261,4/4/2019,Frozen,Yellow Pages,Yellow Pages,39.773254,-74.259209,Active,8005
904261,4/14/2015,Frozen,Yellow Pages,By The Way,39.773254,-74.259209,Active,8005
904261,3/14/2014,Frozen,Yellow Pages,Yellow Pages,39.773254,-74.259209,Active,8005
904261,3/30/2016,Frozen,Yellow Pages,Yellow Pages,39.773254,-74.259209,Active,8005
904261,3/11/2020,Frozen,Yellow Pages,Yellow Pages,39.773254,-74.259209,Active,8005
904261,5/16/2020,Frozen,Yellow Pages,Yellow Pages,39.773254,-74.259209,Active,8005
904299,3/17/2014,Active,YB: Downingtown/Exton,YB: Downingtown/Exton,39.984173,-75.775322,Active,19320
904308,3/18/2014,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.949776,-75.926895,Active,19365
904308,4/14/2014,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.949776,-75.926895,Active,19365
904308,4/4/2014,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.949776,-75.926895,Active,19365
904308,3/1/2016,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.949776,-75.926895,Active,19365
904308,3/10/2020,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.949776,-75.926895,Active,19365
904333,3/18/2014,Frozen,Pre-Qualified,Driveway,40.075356,-75.436317,Active,19087
904333,3/18/2014,Frozen,Pre-Qualified,Driveway,40.075356,-75.436317,Active,19087
904333,8/8/2014,Active,Pre-Qualified,Pre-Qualified,40.075356,-75.436317,Active,19087
904333,3/18/2014,Frozen,Pre-Qualified,Driveway,40.075356,-75.436317,Active,19087
904333,3/19/2014,Frozen,Pre-Qualified,Driveway,40.075356,-75.436317,Active,19087
904333,3/14/2016,Frozen,Pre-Qualified,Customer Call In,40.075356,-75.436317,Active,19087
904333,3/11/2020,Active,Pre-Qualified,Pre-Qualified,40.075356,-75.436317,Active,19087
904357,3/19/2014,Active,GreenPestChesterCounty,GreenPestChesterCounty,40.246185,-74.677582,Active,8619
904362,3/19/2014,Frozen,Walk In,Walk In,39.906853,-74.934509,Active,8053
904362,3/15/2018,Frozen,Walk In,TC no PC,39.906853,-74.934509,Active,8053
904362,3/20/2014,Frozen,Walk In,Google,39.906853,-74.934509,Active,8053
904362,2/29/2016,Frozen,Walk In,Walk In,39.906853,-74.934509,Active,8053
904362,2/12/2020,Active,Walk In,Walk In,39.906853,-74.934509,Active,8053
904368,3/21/2014,Frozen,Spinsaver - deal,Spinsaver - deal,40.237183,-74.803856,Active,8618
904368,4/15/2014,Active,Spinsaver - deal,Spinsaver - deal,40.237183,-74.803856,Active,8618
904368,4/15/2014,Frozen,Spinsaver - deal,Spinsaver - deal,40.237183,-74.803856,Active,8618
904368,3/18/2016,Frozen,Spinsaver - deal,Spinsaver - deal,40.237183,-74.803856,Active,8618
904368,3/10/2020,Active,Spinsaver - deal,Spinsaver - deal,40.237183,-74.803856,Active,8618
904394,3/22/2014,Active,Walk In,Walk In,39.898991,-75.524506,Active,19373
904400,9/18/2018,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.261822,-74.950813,Active,18940
904400,6/5/2025,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.261822,-74.950813,Active,18940
904424,6/30/2016,Active,Previous Customer,Previous Customer,39.842628,-75.746758,Active,19348
904426,2/20/2016,Active,Previous Customer,Previous Customer,39.952885,-74.956703,Active,8057
904426,3/21/2014,Frozen,Previous Customer,Google Adwords - Mobile,39.952885,-74.956703,Active,8057
904434,3/31/2014,Active,GreenPestChesterCounty -,GreenPestChesterCounty -,40.077312,-75.71582,Active,19335
904448,3/28/2014,Active,Home Advisors,Home Advisors,39.841423,-75.4468,Active,19061
904448,3/28/2014,Frozen,Home Advisors,Home Advisors,39.841423,-75.4468,Active,19061
904448,3/24/2016,Frozen,Home Advisors,Home Advisors,39.841423,-75.4468,Active,19061
904448,3/18/2020,Active,Home Advisors,Home Advisors,39.841423,-75.4468,Active,19061
904469,12/5/2014,Frozen,Pre-Qualified,Pre-Qualified,40.176151,-75.109451,Active,19040
904469,1/9/2024,Active,Pre-Qualified,Pre-Qualified,40.176151,-75.109451,Active,19040
904477,3/24/2014,Frozen,Google,Google,39.858559,-75.499893,Active,19342
904477,3/24/2014,Frozen,Google,Google,39.858559,-75.499893,Active,19342
904477,3/12/2024,Active,Google,Upgrade,39.858559,-75.499893,Active,19342
904483,3/24/2014,Frozen,Customer Referral,Amazon - deal,40.002525,-75.329582,Active,19041
904483,6/12/2017,Frozen,Customer Referral,Customer Referral,40.002525,-75.329582,Active,19041
904483,10/19/2022,Active,Customer Referral,Customer Referral,40.002525,-75.329582,Active,19041
904564,6/28/2017,Frozen,Previous Customer,Previous Customer,40.12693,-75.25853,Active,19422
904564,4/10/2018,Active,Previous Customer,GLF - Cross-selling,40.12693,-75.25853,Active,19422
904574,2/15/2018,Active,Spinsaver - deal,Spinsaver - deal,40.225941,-74.826881,Active,19067
904637,3/31/2014,Active,Angi,Angi,40.305973,-75.127914,Active,18901
904637,3/31/2014,Frozen,Angi,Angi,40.305973,-75.127914,Active,18901
904637,4/23/2018,Frozen,Angi,Angi,40.305973,-75.127914,Active,18901
904637,3/18/2020,Frozen,Angi,Angi,40.305973,-75.127914,Active,18901
904651,10/2/2024,Active,Walk In,Walk In,39.967133,-75.359917,Active,19008
904664,3/28/2014,Active,2014 Philly Trade Show,2014 Philly Trade Show,40.260731,-75.269363,Active,19440
904677,3/31/2014,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.027908,-75.718658,Active,19335
904697,6/25/2015,Active,GLF - Cross-selling,GLF - Cross-selling,40.425518,-74.646957,Active,8502
904719,3/31/2014,Active,eLocal Exterminators,eLocal Exterminators,39.917854,-75.520531,Active,19342
904725,3/10/2015,Frozen,Previous Customer,Previous Customer,39.90704,-75.311325,Active,19018
904725,4/2/2014,Frozen,Previous Customer,Angie's Pest Special,39.90704,-75.311325,Active,19018
904725,4/20/2016,Frozen,Previous Customer,Angie's Pest Special,39.90704,-75.311325,Active,19018
904725,4/25/2017,Frozen,Previous Customer,Previous Customer,39.90704,-75.311325,Active,19018
904725,4/9/2014,Frozen,Previous Customer,Angie's Pest Special,39.90704,-75.311325,Active,19018
904725,8/9/2018,Frozen,Previous Customer,Angie's Pest Special,39.90704,-75.311325,Active,19018
904725,4/2/2014,Frozen,Previous Customer,Angie's Pest Special,39.90704,-75.311325,Active,19018
904725,4/9/2014,Frozen,Previous Customer,Angie's Pest Special,39.90704,-75.311325,Active,19018
904725,3/23/2016,Frozen,Previous Customer,Angie's Pest Special,39.90704,-75.311325,Active,19018
904725,3/17/2020,Active,Previous Customer,Previous Customer,39.90704,-75.311325,Active,19018
904725,11/2/2020,Active,Previous Customer,Previous Customer,39.90704,-75.311325,Active,19018
904753,3/31/2014,Active,PC No TC,Customer Call In,39.825531,-75.43261,Active,19061
904838,4/2/2014,Frozen,Spinsaver - deal,Spinsaver - deal,40.335102,-74.550331,Active,8536
904838,4/7/2014,Frozen,Spinsaver - deal,Spinsaver - deal,40.335102,-74.550331,Active,8536
904838,5/29/2014,Frozen,Spinsaver - deal,Spinsaver - deal,40.335102,-74.550331,Active,8536
904838,4/7/2014,Frozen,Spinsaver - deal,Spinsaver - deal,40.335102,-74.550331,Active,8536
904838,4/13/2015,Frozen,Spinsaver - deal,Pre-Qualified,40.335102,-74.550331,Active,8536
904838,6/29/2024,Frozen,Spinsaver - deal,Spinsaver - deal,40.335102,-74.550331,Active,8536
904849,4/2/2014,Frozen,Angie's Pest Special,Angie's Pest Special,40.065163,-75.11985,Active,19027
904849,7/20/2023,Active,Angie's Pest Special,Angie's Pest Special,40.065163,-75.11985,Active,19027
904858,4/30/2025,Active,Unknown Source,Unknown Source,39.94548,-75.26902,Active,19050
904883,4/3/2014,Active,Home Advisors,Home Advisors,40.659809,-75.282745,Active,18045
904916,4/4/2014,Active,GreenPestChesterCounty -,GreenPestChesterCounty -,40.136959,-75.507126,Active,19453
904917,4/4/2014,Frozen,eLocal Exterminators,eLocal Exterminators,40.214149,-75.268982,Active,19454
904917,5/7/2020,Active,eLocal Exterminators,eLocal Exterminators,40.214149,-75.268982,Active,19454
904944,4/4/2014,Active,Customer Referral,Customer Referral,40.100559,-75.338646,Active,19405
904969,5/6/2014,Frozen,Google,Google,39.946056,-75.596458,Active,19382
904969,5/31/2016,Frozen,Google,Google,39.946056,-75.596458,Active,19382
904969,6/29/2020,Active,Google,Google,39.946056,-75.596458,Active,19382
904972,4/8/2014,Frozen,GreenPestSouthJersey.com,GreenPestSouthJersey.com,39.845798,-75.134987,Active,8093
904972,4/8/2014,Frozen,GreenPestSouthJersey.com,GreenPestSouthJersey.com,39.845798,-75.134987,Active,8093
904972,4/15/2014,Frozen,GreenPestSouthJersey.com,GreenPestSouthJersey.com,39.845798,-75.134987,Active,8093
904972,3/23/2015,Frozen,GreenPestSouthJersey.com,GreenPestSouthJersey.com,39.845798,-75.134987,Active,8093
904972,4/19/2016,Frozen,GreenPestSouthJersey.com,GreenPestSouthJersey.com,39.845798,-75.134987,Active,8093
904972,3/18/2020,Active,GreenPestSouthJersey.com,GreenPestSouthJersey.com,39.845798,-75.134987,Active,8093
904975,4/7/2014,Active,YB: Delaware County,YB: Delaware County,39.863602,-75.398911,Active,19014
904979,4/29/2014,Active,GreenPestChesterCounty -,GreenPestChesterCounty -,40.031818,-75.495667,Active,19355
905005,4/7/2014,Active,Truck,Truck,40.069347,-75.599487,Active,19355
905012,4/7/2014,Frozen,Yelp,Yelp,39.992138,-75.402351,Active,19073
905012,3/25/2015,Frozen,Yelp,Reinspect,39.992138,-75.402351,Active,19073
905012,4/17/2019,Frozen,Yelp,Yelp,39.992138,-75.402351,Active,19073
905012,4/7/2014,Frozen,Yelp,Yelp,39.992138,-75.402351,Active,19073
905012,3/17/2015,Frozen,Yelp,Yelp,39.992138,-75.402351,Active,19073
905012,3/18/2020,Active,Yelp,Yelp,39.992138,-75.402351,Active,19073
905012,3/17/2021,Active,Yelp,Yelp,39.992138,-75.402351,Active,19073
905016,4/8/2014,Frozen,Google Adwords - VERIFIED,Ext. Philly Verified,39.895218,-75.270332,Active,19079
905016,5/18/2017,Frozen,Google Adwords - VERIFIED,Previous Customer,39.895218,-75.270332,Active,19079
905016,11/22/2019,Active,Google Adwords - VERIFIED,Google,39.895218,-75.270332,Active,19079
905017,4/15/2014,Frozen,GLF Customer Call In,GLF Customer Call In,39.97736,-75.554077,Active,19380
905017,6/26/2024,Active,GLF Customer Call In,GLF Customer Call In,39.97736,-75.554077,Active,19380
905036,11/3/2017,Active,Employee Referral,Employee Referral,40.605942,-75.468948,Active,18102
905044,4/8/2014,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.942436,-75.178261,Active,19146
905044,12/8/2016,Frozen,Google Adwords - VERIFIED,Google,39.942436,-75.178261,Active,19146
905044,8/27/2020,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.942436,-75.178261,Active,19146
905049,4/8/2014,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.127567,-75.545113,Active,19460
905050,4/8/2014,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.977726,-75.525261,Active,19380
905050,7/10/2020,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.977726,-75.525261,Active,19380
905051,4/8/2014,Frozen,Previous Customer,Home Advisors,39.912788,-75.369339,Active,19063
905051,9/5/2014,Active,Previous Customer,Previous Customer,39.912788,-75.369339,Active,19063
905051,5/26/2016,Frozen,Previous Customer,Customer Call In,39.912788,-75.369339,Active,19063
905051,5/26/2016,Frozen,Previous Customer,Home Advisors,39.912788,-75.369339,Active,19063
905064,2/16/2015,Frozen,Employee Referral,Angi,39.913334,-75.614456,Active,19382
905064,5/16/2017,Frozen,Employee Referral,Customer Call In,39.913334,-75.614456,Active,19382
905064,4/9/2014,Frozen,Employee Referral,Angi,39.913334,-75.614456,Active,19382
905064,4/11/2014,Frozen,Employee Referral,Employee Referral,39.913334,-75.614456,Active,19382
905064,9/19/2022,Active,Employee Referral,Employee Referral,39.913334,-75.614456,Active,19382
905068,4/9/2014,Frozen,Google,Google,40.550625,-75.359886,Active,18015
905079,4/9/2014,Frozen,Previous Customer,Google Adwords - VERIFIED,39.935894,-75.154251,Active,19147
905079,7/19/2016,Frozen,Previous Customer,Previous Customer,39.935894,-75.154251,Active,19147
905079,9/28/2020,Active,Previous Customer,Previous Customer,39.935894,-75.154251,Active,19147
905093,1/24/2017,Frozen,Google,Google,40.50856,-74.654236,Active,8844
905093,4/11/2014,Active,Google,Google,40.50856,-74.654236,Active,8844
905114,4/6/2016,Frozen,TC no PC,TC no PC,39.910576,-74.807602,Active,8055
905114,4/14/2014,Frozen,TC no PC,Google Adwords - Mobile,39.910576,-74.807602,Active,8055
905114,3/11/2015,Frozen,TC no PC,Angi,39.910576,-74.807602,Active,8055
905114,3/18/2020,Active,TC no PC,TC no PC,39.910576,-74.807602,Active,8055
905114,4/20/2020,Active,TC no PC,TC no PC,39.910576,-74.807602,Active,8055
905119,4/10/2014,Active,Angi,Angi,40.049274,-75.473778,Active,19301
905128,4/15/2014,Active,Angi,Angi,39.923405,-74.999435,Active,8034
905128,4/15/2014,Frozen,Angi,Angi,39.923405,-74.999435,Active,8034
905128,2/10/2016,Frozen,Angi,Angi,39.923405,-74.999435,Active,8034
905128,3/4/2020,Frozen,Angi,Angi,39.923405,-74.999435,Active,8034
905164,4/16/2014,Frozen,TC no PC,Customer Referral,39.89967,-74.926247,Active,8053
905164,4/16/2018,Frozen,TC no PC,TC no PC,39.89967,-74.926247,Active,8053
905164,4/22/2014,Frozen,TC no PC,Customer Referral,39.89967,-74.926247,Active,8053
905164,4/22/2014,Frozen,TC no PC,Customer Referral,39.89967,-74.926247,Active,8053
905164,4/11/2016,Frozen,TC no PC,Customer Referral,39.89967,-74.926247,Active,8053
905164,1/28/2020,Frozen,TC no PC,TC no PC,39.89967,-74.926247,Active,8053
905167,10/14/2019,Frozen,Matt Jesten Lead,GLF Customer Call In,40.019814,-75.506493,Active,19355
905167,3/10/2017,Frozen,Matt Jesten Lead,Matt Jesten Lead,40.019814,-75.506493,Active,19355
905167,11/25/2022,Active,Matt Jesten Lead,Matt Jesten Lead,40.019814,-75.506493,Active,19355
905181,5/31/2016,Active,GLF - Cross-selling,GLF - Cross-selling,40.011883,-75.560265,Active,19380
905215,4/16/2014,Active,PC No TC,Employee Referral,40.002548,-75.710754,Active,19335
905234,5/1/2014,Frozen,Previous Customer,Google,40.10358,-75.667938,Active,19425
905234,8/25/2015,Active,Previous Customer,Previous Customer,40.10358,-75.667938,Active,19425
905243,4/16/2014,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.958874,-75.769508,Active,19320
905243,4/15/2014,Frozen,Google Adwords - VERIFIED,Google Adwords - Mobile,39.958874,-75.769508,Active,19320
905243,4/13/2015,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.958874,-75.769508,Active,19320
905243,3/17/2020,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.958874,-75.769508,Active,19320
905282,4/14/2014,Active,Networx,Networx,40.657242,-75.468964,Active,18032
905291,4/15/2014,Active,Google,Google,40.353558,-75.092529,Active,18902
905317,4/15/2014,Frozen,Google Local - Philly,Google,39.943733,-75.178497,Active,19146
905317,8/18/2020,Frozen,Google Local - Philly,Google,39.943733,-75.178497,Active,19146
905317,5/17/2022,Frozen,Google Local - Philly,Google,39.943733,-75.178497,Active,19146
905317,6/18/2024,Frozen,Google Local - Philly,Google,39.943733,-75.178497,Active,19146
905317,5/12/2025,Frozen,Google Local - Philly,Google,39.943733,-75.178497,Active,19146
905317,8/20/2025,Active,Google Local - Philly,Google,39.943733,-75.178497,Active,19146
905332,4/15/2014,Active,eLocal Exterminators,eLocal Exterminators,40.230743,-75.263969,Active,19446
905334,4/16/2014,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.119823,-75.472321,Active,19460
905334,4/16/2014,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.119823,-75.472321,Active,19460
905334,4/16/2014,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.119823,-75.472321,Active,19460
905334,3/30/2016,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.119823,-75.472321,Active,19460
905334,3/11/2020,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.119823,-75.472321,Active,19460
905339,9/23/2016,Active,Jordan Lead,Give Back Service,40.0182,-75.594963,Active,19380
905341,4/15/2014,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.152424,-75.40049,Active,19403
905349,4/16/2014,Active,PC No TC,Customer Referral,40.214245,-74.960167,Active,18966
905349,5/19/2015,Frozen,PC No TC,PC No TC,40.214245,-74.960167,Active,18966
905354,4/16/2014,Active,Angi,Angi,40.097336,-75.590187,Active,19425
905357,9/17/2018,Frozen,Other,GreenPestSouthJersey.com,39.850708,-75.070717,Active,8078
905357,7/7/2015,Frozen,Other,Other,39.850708,-75.070717,Active,8078
905357,5/6/2014,Frozen,Other,GreenPestSouthJersey.com,39.850708,-75.070717,Active,8078
905357,4/26/2016,Frozen,Other,Customer Call In,39.850708,-75.070717,Active,8078
905357,7/17/2020,Active,Other,Other,39.850708,-75.070717,Active,8078
905367,4/25/2018,Frozen,TC no PC,Angi,40.231487,-75.276955,Active,19446
905367,4/24/2017,Frozen,TC no PC,TC no PC,40.231487,-75.276955,Active,19446
905367,4/16/2014,Frozen,TC no PC,Angi,40.231487,-75.276955,Active,19446
905367,5/6/2016,Frozen,TC no PC,Angi,40.231487,-75.276955,Active,19446
905367,3/20/2020,Active,TC no PC,TC no PC,40.231487,-75.276955,Active,19446
905367,5/18/2021,Frozen,TC no PC,TC no PC,40.231487,-75.276955,Active,19446
905374,5/5/2014,Frozen,Amazon - deal,Amazon - deal,39.918606,-75.322609,Active,19064
905374,4/25/2016,Frozen,Amazon - deal,Amazon - deal,39.918606,-75.322609,Active,19064
905374,6/15/2020,Active,Amazon - deal,Amazon - deal,39.918606,-75.322609,Active,19064
905384,4/17/2014,Frozen,Yellow Pages,Yellow Pages,40.294044,-74.619873,Active,8550
905384,7/1/2019,Frozen,Yellow Pages,Yellow Pages,40.294044,-74.619873,Active,8550
905384,4/18/2024,Active,Yellow Pages,Upgrade,40.294044,-74.619873,Active,8550
905387,4/17/2014,Active,Angi,Angi,40.571079,-75.349098,Active,18055
905448,5/5/2014,Frozen,WDIR - Special,WDIR - Special,39.934372,-75.168228,Active,19146
905448,6/2/2015,Frozen,WDIR - Special,WDIR - Special,39.934372,-75.168228,Active,19146
905448,7/8/2020,Active,WDIR - Special,WDIR - Special,39.934372,-75.168228,Active,19146
905497,4/21/2014,Active,Angi,Angi,39.914371,-75.611786,Active,19382
905514,4/22/2014,Active,Google,Google,39.987709,-75.632309,Active,19380
905519,5/6/2014,Frozen,Home Advisors,Home Advisors,40.246971,-75.231697,Active,19446
905519,4/26/2016,Frozen,Home Advisors,Home Advisors,40.246971,-75.231697,Active,19446
905519,6/10/2020,Frozen,Home Advisors,Home Advisors,40.246971,-75.231697,Active,19446
905519,5/9/2022,Frozen,Home Advisors,Home Advisors,40.246971,-75.231697,Active,19446
905519,3/21/2024,Active,Home Advisors,Home Advisors,40.246971,-75.231697,Active,19446
905528,4/23/2014,Frozen,TC no PC,Google,39.949368,-75.607635,Active,19382
905528,7/10/2017,Active,TC no PC,TC no PC,39.949368,-75.607635,Active,19382
905528,7/10/2017,Frozen,TC no PC,Program Change,39.949368,-75.607635,Active,19382
905528,3/16/2015,Frozen,TC no PC,Renewal,39.949368,-75.607635,Active,19382
905528,7/10/2017,Frozen,TC no PC,Program Change,39.949368,-75.607635,Active,19382
905528,7/8/2020,Active,TC no PC,TC no PC,39.949368,-75.607635,Active,19382
905559,4/22/2014,Active,Email,Email,39.936066,-75.578087,Active,19382
905559,6/6/2016,Frozen,Email,Email,39.936066,-75.578087,Active,19382
905571,7/29/2015,Frozen,GLF Customer Call In,GLF Customer Call In,40.268288,-75.612938,Active,19464
905571,7/29/2015,Active,GLF Customer Call In,GLF Customer Call In,40.268288,-75.612938,Active,19464
905575,4/23/2014,Active,Spinsaver - deal,Spinsaver - deal,40.198887,-74.949036,Active,18966
905583,5/3/2018,Frozen,Angi,Angi,39.974998,-75.287529,Active,19083
905583,4/25/2014,Frozen,Angi,Angi,39.974998,-75.287529,Active,19083
905583,6/3/2016,Frozen,Angi,Angi,39.974998,-75.287529,Active,19083
905583,5/28/2020,Frozen,Angi,Angi,39.974998,-75.287529,Active,19083
905583,5/4/2023,Frozen,Angi,Angi,39.974998,-75.287529,Active,19083
905591,4/23/2014,Frozen,Angi,Angi,39.939484,-75.160675,Active,19147
905591,8/3/2020,Active,Angi,Angi,39.939484,-75.160675,Active,19147
905599,12/4/2018,Active,GLF Customer Call In,GLF Customer Call In,40.272675,-74.610023,Active,8550
905599,4/23/2014,Frozen,GLF Customer Call In,GLF Customer Call In,40.272675,-74.610023,Active,8550
905599,7/11/2016,Frozen,GLF Customer Call In,Customer Call In,40.272675,-74.610023,Active,8550
905599,7/12/2016,Frozen,GLF Customer Call In,GLF Customer Call In,40.272675,-74.610023,Active,8550
905711,4/28/2014,Active,Google,Google,39.973972,-75.329445,Active,19083
905712,4/28/2014,Frozen,Dex: TRENTON C,Dex: TRENTON C,40.2215,-74.669754,Active,8690
905712,5/4/2015,Frozen,Dex: TRENTON C,Dex: GLOUCESTER CO AREA,40.2215,-74.669754,Active,8690
905712,10/22/2015,Active,Dex: TRENTON C,Dex: TRENTON C,40.2215,-74.669754,Active,8690
905712,5/2/2014,Frozen,Dex: TRENTON C,Dex: TRENTON C,40.2215,-74.669754,Active,8690
905712,4/20/2015,Frozen,Dex: TRENTON C,Customer Call In,40.2215,-74.669754,Active,8690
905712,6/26/2020,Active,Dex: TRENTON C,Dex: TRENTON C,40.2215,-74.669754,Active,8690
905716,5/4/2015,Frozen,Angi,Angi,40.134079,-75.14225,Active,19001
905716,5/4/2015,Frozen,Angi,Angi,40.134079,-75.14225,Active,19001
905716,6/26/2020,Active,Angi,Angi,40.134079,-75.14225,Active,19001
905717,5/22/2014,Frozen,Customer Referral,Customer Referral,40.123817,-75.528236,Active,19460
905717,6/30/2016,Frozen,Customer Referral,Customer Referral,40.123817,-75.528236,Active,19460
905717,7/8/2020,Active,Customer Referral,Customer Referral,40.123817,-75.528236,Active,19460
905726,4/28/2014,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.879242,-75.373894,Active,19086
905748,4/28/2014,Frozen,Matt Jesten Lead,Google,40.135887,-75.318802,Active,19401
905748,5/1/2024,Active,Matt Jesten Lead,Upgrade,40.135887,-75.318802,Active,19401
905758,7/23/2014,Active,GLF - Cross-selling,GLF - Cross-selling,40.441898,-75.529106,Active,18070
905760,12/5/2017,Frozen,Customer Call In,Customer Call In,40.086685,-75.731766,Active,19343
905760,4/29/2014,Active,Customer Call In,Angi,40.086685,-75.731766,Active,19343
