zip_code,city,lat,lon,median_income,population,density,median_age,housing_units,state,county,pop_color,income_color,age_color,housing_color,density_color
07035,Lincoln Park,40.9208,-74.2995,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07036,Linden,40.6354,-74.2556,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07039,Livingston,40.7896,-74.3202,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07040,Maplewood,40.7279,-74.2656,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07041,Millburn,40.7228,-74.3015,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07042,Montclair,40.8131,-74.2165,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07043,Montclair,40.843,-74.2011,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07044,Verona,40.8319,-74.2428,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07045,Montville,40.9049,-74.3646,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07046,Mountain Lakes,40.8904,-74.4415,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07047,North Bergen,40.7939,-74.0258,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07050,Orange,40.7692,-74.2355,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07051,Orange,40.7918,-74.2452,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07052,West Orange,40.7859,-74.2568,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07054,Parsippany,40.8621,-74.4117,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07055,Passaic,40.8601,-74.1283,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07057,Wallington,40.8536,-74.1079,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07058,Pine Brook,40.8742,-74.35,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07059,Warren,40.6318,-74.5105,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07060,Plainfield,40.6152,-74.415,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07061,Plainfield,40.6657,-74.2997,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07062,Plainfield,40.6323,-74.3997,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07063,Plainfield,40.6048,-74.4427,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07064,Port Reading,40.5709,-74.2466,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07065,Rahway,40.6087,-74.2819,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07066,Clark,40.6203,-74.3106,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07067,Colonia,40.5937,-74.3164,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07068,Roseland,40.8203,-74.3047,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07069,Watchung,40.6378,-74.4514,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07070,Rutherford,40.8292,-74.1121,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07071,Lyndhurst,40.8094,-74.1245,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07072,Carlstadt,40.8403,-74.0925,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07073,East Rutherford,40.8385,-74.1041,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07074,Moonachie,40.8394,-74.0566,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07075,Wood Ridge,40.8493,-74.0878,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07076,Scotch Plains,40.6379,-74.3682,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07077,Sewaren,40.5542,-74.2607,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07078,Short Hills,40.7368,-74.3271,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07079,South Orange,40.7465,-74.2575,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07080,South Plainfield,40.5839,-74.4147,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07081,Springfield,40.7015,-74.3227,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07082,Towaco,40.9277,-74.3428,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07083,Union,40.6952,-74.2677,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07086,Weehawken,40.7681,-74.0208,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07087,Union City,40.7674,-74.0323,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07088,Vauxhall,40.7179,-74.2829,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07090,Westfield,40.6479,-74.3451,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07091,Westfield,40.6657,-74.2997,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07092,Mountainside,40.6785,-74.3588,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07093,West New York,40.7888,-74.0115,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07094,Secaucus,40.791,-74.0634,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07095,Woodbridge,40.556,-74.2845,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07096,Secaucus,40.7328,-74.0755,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07097,Jersey City,40.7328,-74.0755,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07099,Kearny,40.7328,-74.0755,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07101,Newark,40.7361,-74.2251,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07102,Newark,40.732,-74.1765,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07103,Newark,40.737,-74.1964,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07104,Newark,40.7664,-74.1695,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07105,Newark,40.7271,-74.1563,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07106,Newark,40.7415,-74.233,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07107,Newark,40.7607,-74.1882,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07108,Newark,40.7236,-74.2015,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07109,Belleville,40.7946,-74.1631,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07110,Nutley,40.8185,-74.1589,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07111,Irvington,40.7261,-74.2313,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07112,Newark,40.7107,-74.2131,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07114,Newark,40.7082,-74.1891,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07175,Newark,40.7357,-74.1724,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07184,Newark,40.7918,-74.2452,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07188,Newark,40.7357,-74.1724,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07189,Newark,40.7918,-74.2452,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07191,Newark,40.7918,-74.2452,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07192,Newark,40.7357,-74.1724,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07193,Newark,40.7357,-74.1724,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07195,Newark,40.7357,-74.1724,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07198,Newark,40.7918,-74.2452,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07199,Newark,40.7357,-74.1724,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07201,Elizabeth,40.6717,-74.2043,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07202,Elizabeth,40.6565,-74.2215,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07203,Roselle,40.653,-74.261,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07204,Roselle Park,40.6651,-74.267,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07205,Hillside,40.6968,-74.2281,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07206,Elizabethport,40.6501,-74.1871,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07207,Elizabeth,40.664,-74.2107,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07208,Elizabeth,40.6747,-74.2239,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07302,Jersey City,40.7221,-74.0469,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07303,Jersey City,40.7328,-74.0755,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07304,Jersey City,40.718,-74.0754,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07305,Jersey City,40.702,-74.089,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07306,Jersey City,40.7321,-74.066,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07307,Jersey City,40.7482,-74.0498,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07308,Jersey City,40.7328,-74.0755,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07310,Jersey City,40.7324,-74.0431,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07311,Jersey City,40.7323,-74.0754,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07395,Jersey City,40.7279,-74.078,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07399,Jersey City,40.7323,-74.0754,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07401,Allendale,41.0327,-74.1342,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07403,Bloomingdale,41.0128,-74.3338,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07405,Butler,40.9988,-74.4261,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07407,Elmwood Park,40.9069,-74.1209,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07410,Fair Lawn,40.9343,-74.1166,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07416,Franklin,41.1164,-74.5865,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07417,Franklin Lakes,41.0081,-74.2113,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07418,Glenwood,41.2356,-74.4885,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07419,Hamburg,41.1467,-74.5874,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07420,Haskell,41.0301,-74.2965,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07421,Hewitt,41.1709,-74.3686,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07422,Highland Lakes,41.1826,-74.4564,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07423,Ho Ho Kus,41.0004,-74.1025,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07424,Little Falls,40.8835,-74.2144,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07428,Mc Afee,41.2065,-74.5381,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07430,Mahwah,41.0817,-74.1861,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07432,Midland Park,40.9957,-74.1409,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07435,Newfoundland,41.0647,-74.4359,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07436,Oakland,41.0294,-74.2338,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07438,Oak Ridge,41.0302,-74.5198,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07439,Ogdensburg,41.0767,-74.5982,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07440,Pequannock,40.9473,-74.296,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07442,Pompton Lakes,40.9993,-74.2876,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07444,Pompton Plains,40.9655,-74.3016,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07446,Ramsey,41.0577,-74.1445,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07450,Ridgewood,40.982,-74.1131,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07451,Ridgewood,40.9793,-74.1165,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07452,Glen Rock,40.9602,-74.1254,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07456,Ringwood,41.0928,-74.2659,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07457,Riverdale,40.9931,-74.3088,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07458,Saddle River,41.0443,-74.0981,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07460,Stockholm,41.0992,-74.5283,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07461,Sussex,41.2292,-74.5992,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07462,Vernon,41.185,-74.5332,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07463,Waldwick,41.013,-74.1243,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07465,Wanaque,41.0544,-74.279,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07470,Wayne,40.9471,-74.2466,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07474,Wayne,40.9481,-74.245,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07480,West Milford,41.0915,-74.375,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07481,Wyckoff,40.9978,-74.166,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07495,Mahwah,41.1039,-74.1644,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07501,Paterson,40.9143,-74.1671,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07502,Paterson,40.9199,-74.1932,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07503,Paterson,40.897,-74.1573,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07504,Paterson,40.9122,-74.1452,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07505,Paterson,40.9166,-74.174,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07506,Hawthorne,40.9564,-74.1569,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07507,Hawthorne,40.9493,-74.1538,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07508,Haledon,40.9457,-74.1826,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07509,Paterson,40.9168,-74.1718,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07510,Paterson,40.9168,-74.1718,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07511,Totowa,41.0114,-74.3048,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07512,Totowa,40.9048,-74.2168,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07513,Paterson,40.907,-74.1529,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07514,Paterson,40.9248,-74.1467,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07522,Paterson,40.9252,-74.1781,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07524,Paterson,40.9309,-74.1555,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07533,Paterson,41.0114,-74.3048,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07538,Haledon,40.9357,-74.1863,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07543,Paterson,41.0114,-74.3048,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07544,Paterson,41.0114,-74.3048,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07601,Hackensack,40.8882,-74.0503,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07602,Hackensack,40.8859,-74.0435,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07603,Bogota,40.8744,-74.0281,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07604,Hasbrouck Heights,40.8623,-74.0756,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07605,Leonia,40.8629,-73.9879,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07606,South Hackensack,40.8634,-74.0456,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07607,Maywood,40.9024,-74.0629,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07608,Teterboro,40.864,-74.0556,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07620,Alpine,40.9511,-73.9308,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07621,Bergenfield,40.9238,-73.9989,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07624,Closter,40.9721,-73.959,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07626,Cresskill,40.9418,-73.9652,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07627,Demarest,40.9548,-73.9602,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07628,Dumont,40.9447,-73.9921,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07630,Emerson,40.9755,-74.0285,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07631,Englewood,40.8943,-73.9772,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07632,Englewood Cliffs,40.882,-73.9544,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07640,Harrington Park,40.9918,-73.98,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07641,Haworth,40.9608,-73.9874,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07642,Hillsdale,41.0069,-74.0426,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07643,Little Ferry,40.8493,-74.0405,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07644,Lodi,40.8764,-74.0838,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07645,Montvale,41.0495,-74.0384,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07646,New Milford,40.9331,-74.0195,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07647,Northvale,41.0086,-73.9389,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07648,Norwood,40.9952,-73.9582,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07649,Oradell,40.9535,-74.0335,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07650,Palisades Park,40.8462,-73.9954,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07652,Paramus,40.9477,-74.0672,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07653,Paramus,40.9481,-74.0832,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07656,Park Ridge,41.0343,-74.0396,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07657,Ridgefield,40.8326,-74.0015,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07660,Ridgefield Park,40.8562,-74.023,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07661,River Edge,40.9265,-74.0392,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07662,Rochelle Park,40.9057,-74.079,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07663,Saddle Brook,40.9031,-74.0955,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07666,Teaneck,40.8915,-74.0119,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07670,Tenafly,40.9216,-73.9659,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07675,Westwood,41.0092,-74.0041,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07676,Township Of Washington,40.9883,-74.0635,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07677,Woodcliff Lake,41.0234,-74.0603,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07699,Teterboro,40.8463,-74.0611,78522.0,16337.0,1219.0,,6731.0,,,,,,,
07701,Red Bank,40.3584,-74.0681,98449.0,22985.0,1079.0,41.0,7745.0,,,,,,,
07702,Shrewsbury,40.3282,-74.0589,86546.0,16759.0,2058.0,40.0,6958.0,,,,,,,
07703,Fort Monmouth,40.3177,-74.039,90714.0,13855.0,1942.0,43.0,8317.0,,,,,,,
07704,Fair Haven,40.3599,-74.0389,103584.0,22878.0,1473.0,45.0,6068.0,,,,,,,
07710,Adelphia,40.2182,-74.2563,114984.0,34846.0,6025.0,43.0,14453.0,,,,,,,
07711,Allenhurst,40.2367,-74.0067,98162.0,13033.0,1126.0,44.0,8563.0,,,,,,,
07712,Asbury Park,40.2507,-74.0486,83219.0,17830.0,1250.0,41.0,8406.0,,,,,,,
07715,Belmar,40.1784,-74.0218,100219.0,18032.0,1908.0,42.0,6636.0,,,,,,,
07716,Atlantic Highlands,40.4015,-74.0309,104986.0,34694.0,6670.0,35.0,13455.0,,,,,,,
07717,Avon By The Sea,40.1918,-74.0167,95377.0,14297.0,1138.0,45.0,7227.0,,,,,,,
07718,Belford,40.4173,-74.0889,89195.0,15994.0,1909.0,43.0,6035.0,,,,,,,
07719,Belmar,40.1688,-74.072,99911.0,28575.0,13313.0,42.0,10737.0,,,,,,,
07720,Bradley Beach,40.2023,-74.0132,99490.0,14889.0,1083.0,39.0,8203.0,,,,,,,
07721,Cliffwood,40.4353,-74.2358,96920.0,19122.0,1229.0,42.0,7885.0,,,,,,,
07722,Colts Neck,40.3012,-74.178,119771.0,33922.0,4372.0,39.0,14309.0,,,,,,,
07723,Deal,40.2506,-74.002,93197.0,14387.0,1680.0,44.0,7522.0,,,,,,,
07724,Eatontown,40.3028,-74.0698,92589.0,20633.0,1301.0,44.0,9150.0,,,,,,,
07726,Englishtown,40.2825,-74.3424,99934.0,22712.0,1034.0,44.0,9165.0,,,,,,,
07727,Farmingdale,40.2043,-74.1779,105591.0,15898.0,1785.0,42.0,6232.0,,,,,,,
07728,Freehold,40.2458,-74.2768,118394.0,31032.0,10883.0,37.0,11974.0,,,,,,,
07730,Hazlet,40.4226,-74.1799,88079.0,16718.0,1563.0,42.0,7803.0,,,,,,,
07731,Howell,40.1481,-74.2137,107880.0,46419.0,7640.0,39.0,18786.0,,,,,,,
07732,Highlands,40.4037,-73.9915,78372.0,19323.0,1851.0,43.0,7781.0,,,,,,,
07733,Holmdel,40.3859,-74.174,92427.0,15980.0,1745.0,43.0,5759.0,,,,,,,
07734,Keansburg,40.4414,-74.1306,94378.0,52609.0,7665.0,41.0,22704.0,,,,,,,
07735,Keyport,40.4332,-74.1996,99180.0,21270.0,1236.0,41.0,6764.0,,,,,,,
07737,Leonardo,40.4177,-74.0623,66279.0,29596.0,7905.0,43.0,11753.0,,,,,,,
07738,Lincroft,40.3369,-74.1205,99246.0,22868.0,1860.0,39.0,8560.0,,,,,,,
07739,Little Silver,40.3354,-74.0413,89319.0,19861.0,938.0,44.0,5972.0,,,,,,,
07740,Long Branch,40.2992,-73.9912,108861.0,22083.0,7545.0,42.0,9368.0,,,,,,,
07746,Marlboro,40.3182,-74.2639,100367.0,42856.0,13201.0,36.0,16377.0,,,,,,,
07747,Matawan,40.4109,-74.238,86028.0,17713.0,1658.0,42.0,5977.0,,,,,,,
07748,Middletown,40.3944,-74.1157,94004.0,18987.0,1242.0,41.0,7165.0,,,,,,,
07750,Monmouth Beach,40.333,-73.9809,101308.0,17914.0,1707.0,42.0,6320.0,,,,,,,
07751,Morganville,40.3529,-74.2779,79942.0,15014.0,908.0,45.0,7852.0,,,,,,,
07752,Navesink,40.4023,-74.0273,73996.0,26372.0,4400.0,40.0,9564.0,,,,,,,
07753,Neptune,40.2096,-74.0714,92246.0,15839.0,1379.0,41.0,8775.0,,,,,,,
07754,Neptune,40.2001,-74.0279,79500.0,19083.0,2072.0,40.0,8467.0,,,,,,,
07755,Oakhurst,40.2648,-74.0184,96653.0,41665.0,7940.0,36.0,16167.0,,,,,,,
07756,Ocean Grove,40.2116,-74.0093,96899.0,14708.0,1030.0,43.0,8180.0,,,,,,,
07757,Oceanport,40.3157,-74.0164,79163.0,15858.0,1100.0,39.0,6248.0,,,,,,,
07758,Port Monmouth,40.4289,-74.1083,77875.0,46896.0,9907.0,41.0,19927.0,,,,,,,
07760,Rumson,40.3707,-74.0084,86286.0,13595.0,1341.0,40.0,5585.0,,,,,,,
07762,Spring Lake,40.1542,-74.0379,96690.0,14900.0,1432.0,42.0,7602.0,,,,,,,
07763,Tennent,40.2796,-74.3343,97831.0,16388.0,1600.0,44.0,5687.0,,,,,,,
07764,West Long Branch,40.2878,-74.0162,112924.0,45987.0,8189.0,41.0,17778.0,,,,,,,
07765,Wickatunk,40.3501,-74.2479,97753.0,21336.0,979.0,43.0,6361.0,,,,,,,
07799,Eatontown,40.3027,-74.2493,87158.0,18917.0,1818.0,42.0,6152.0,,,,,,,
07801,Dover,40.9176,-74.5467,102794.0,20089.0,1737.0,42.0,9146.0,,,,,,,
07802,Dover,40.8673,-74.5783,81826.0,18772.0,1868.0,43.0,7221.0,,,,,,,
07803,Mine Hill,40.8771,-74.5845,91303.0,19559.0,1143.0,41.0,5720.0,,,,,,,
07806,Picatinny Arsenal,40.8673,-74.5783,89452.0,14237.0,1252.0,39.0,5519.0,,,,,,,
07820,Allamuchy,40.9218,-74.8102,105136.0,21704.0,989.0,41.0,5074.0,,,,,,,
07821,Andover,40.9614,-74.7524,82518.0,17325.0,1337.0,43.0,6291.0,,,,,,,
